config_id,n_layers,layers_str,alpha,k_value,seed,prompt_id,domain,step,vanilla_top1,bridge_top1,top1_agree,top5_agree,kl,js,prob_gap,alpha0_max_abs_diff
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,20,27286,27286,1,1,0.0001833837595768273,4.367194196674973e-05,0.9436232447624207,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,21,13,13,1,1,7.627350714756176e-05,1.8684451788431033e-05,0.7475361227989197,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,22,578,578,1,1,0.0007104901596903801,0.0001793274568626657,0.6224920749664307,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,23,6864,6864,1,1,0.0004179365932941437,9.959173621609807e-05,0.9832731485366821,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,24,315,315,1,1,4.457431350601837e-05,1.1113918844785076e-05,0.9893071055412292,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,25,279,279,1,1,0.004497135058045387,0.0011484087444841862,0.01828831434249878,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,26,374,374,1,1,7.939757779240608e-05,2.040149411186576e-05,0.9794945120811462,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,2,1893,1893,1,1,0.0008353558368980885,0.00020937755471095443,0.01661641150712967,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,3,1471,1471,1,1,0.003529103472828865,0.000875827856361866,0.21676066517829895,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,4,997,997,1,1,0.00026875396724790335,6.486267375294119e-05,0.8152482509613037,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,5,262,262,1,1,0.0005246889777481556,0.00012803520075976849,0.8863227367401123,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,6,4304,4304,1,1,0.0018954671686515212,0.0004755841218866408,0.22200745344161987,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,7,308,308,1,1,4.5827797293895856e-05,1.1211042874492705e-05,0.9106017351150513,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,8,624,624,1,1,0.0019712476059794426,0.0004953835159540176,0.1325172781944275,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,9,220,220,1,1,1.4216211638995446e-06,4.461587650439469e-07,0.9676671028137207,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,10,16,16,1,1,0.0008402219973504543,0.0002133253583451733,0.31437069177627563,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,11,512,512,1,1,0.0001449489500373602,3.38620156981051e-05,0.9720737338066101,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,12,286,286,1,1,1.538797005196102e-05,3.8270354707492515e-06,0.9952748417854309,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,13,471,471,1,1,5.360541399568319e-05,1.3294644304551184e-05,0.9825902581214905,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,14,308,308,1,1,0.0012006396427750587,0.0003010430373251438,0.6942195296287537,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,15,198,198,1,1,0.000228973658522591,5.634994158754125e-05,0.8216173052787781,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,16,262,262,1,1,1.1898038792423904e-05,2.859953838196816e-06,0.9984374046325684,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,17,775,775,1,1,0.001515644253231585,0.0003985828661825508,0.6625936627388,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,18,76798,76798,1,1,0.0012113533448427916,0.00031758047407492995,0.9622496962547302,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,19,1471,1471,1,1,3.258212382206693e-05,8.542251634935383e-06,0.9981498718261719,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,20,12,12,1,1,1.8970815290231258e-05,4.54489781986922e-06,0.30224868655204773,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,21,16,16,1,1,6.449035936384462e-07,1.9709502652176525e-07,0.915694534778595,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,22,8,8,1,1,0.0008282121270895004,0.0001987082650884986,0.9411354660987854,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,23,489,489,1,1,7.308651674975408e-06,1.706012085378461e-06,0.9993842840194702,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,24,76798,76798,1,1,1.677639374975115e-05,3.990317054558545e-06,0.9967767000198364,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,25,1471,1471,1,1,1.7493118775746552e-06,3.737669658221421e-07,0.9976769089698792,0.0
C3,3,"18,21,24",0.3,10,42,M75_TC,CODE,26,12,12,1,1,7.349101360887289e-05,1.8672319129109383e-05,0.982437789440155,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,2,315,315,1,1,0.0015594600699841976,0.000386964762583375,0.019612189382314682,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,3,617,617,1,1,0.0018236441537737846,0.00045729544945061207,0.052788540720939636,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,4,8369,8369,1,1,0.0029135183431208134,0.0007218885002657771,0.055122680962085724,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,5,94003,94003,1,1,0.0012185906525701284,0.0003013192326761782,0.6794039607048035,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,6,291,291,1,1,2.1506348275579512e-05,5.21754554938525e-06,0.9983245134353638,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,7,11,11,1,1,0.0009005567990243435,0.00022796320263296366,0.16342304646968842,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,8,1115,1115,1,1,0.0014379150234162807,0.0003582845674827695,0.02912161499261856,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,9,56669,56669,1,1,0.006018172949552536,0.0015042268205434084,0.12318111956119537,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,10,527,527,1,1,0.00032009417191147804,7.86603195592761e-05,0.6394582986831665,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,11,56669,56669,1,1,0.004598279483616352,0.0011202847817912698,0.672369122505188,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,12,13,13,1,1,0.0008561788126826286,0.0002098178956657648,0.7481845617294312,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,13,2052,2052,1,1,0.004069814458489418,0.0010127048008143902,0.16030798852443695,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,14,11,11,1,1,0.002699949312955141,0.000653004040941596,0.7562078833580017,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,15,682,682,1,1,0.003087241668254137,0.0007817763835191727,0.4559172987937927,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,16,57874,57874,1,1,0.005793249234557152,0.0013912972062826157,0.7255666851997375,0.0
C3,3,"18,21,24",0.3,10,42,M75_RS,REASONING,17,527,527,1,1,0.0003269851440563798,8.53265228215605e-05,0.95262610912323,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,2,279,279,1,1,0.0007085499819368124,0.00017688644584268332,0.0600166991353035,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,3,3293,3293,1,1,0.0016632061451673508,0.00041232805233448744,0.004808641970157623,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,4,1405,1405,1,1,0.0018791528418660164,0.0004728715866804123,0.30079007148742676,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,5,279,279,1,1,0.000811711885035038,0.00020319322356954217,0.04399310424923897,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,6,374,374,1,1,0.0014499891549348831,0.0003576644230633974,0.23666971921920776,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,7,22009,22009,1,1,0.0018383320420980453,0.00045990338549017906,0.04640958458185196,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,8,10134,10134,1,1,0.0017210266087204218,0.00042973289964720607,0.07377088069915771,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,9,11,11,1,1,0.00035229173954576254,8.533225627616048e-05,0.946262538433075,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,10,279,279,1,1,0.03673717379570007,0.009055712725967169,0.07418242841959,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,11,15861,1176,0,1,0.009139567613601685,0.0022803572937846184,0.002212394028902054,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,12,2383,2383,1,1,0.005128056742250919,0.001291904307436198,0.08407969772815704,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,13,499,499,1,1,0.0014132778160274029,0.0003436853876337409,0.5125703811645508,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,14,1053,1053,1,1,0.006589462980628014,0.001729216193780303,0.8260341882705688,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,15,574,574,1,1,0.005800636485219002,0.0014339652843773365,0.0,0.0
C3,3,"18,21,24",0.3,10,42,M75_CR,CREATIVE,16,430,430,1,1,0.053239256143569946,0.01178967161104083,0.417331337928772,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,2,220,220,1,1,0.0007730140350759029,0.00019317693659104407,0.011585808359086514,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,3,315,315,1,1,0.003945435397326946,0.0009704723488539457,0.3707805275917053,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,4,279,279,1,1,0.002280659042298794,0.000570800737477839,0.15976330637931824,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,5,11,11,1,1,0.0012057417770847678,0.000304851564578712,0.3041308522224426,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,6,12366,12366,1,1,0.002065792679786682,0.0005174310645088553,0.2579026222229004,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,7,13,13,1,1,0.002704163547605276,0.0006760160904377699,0.13736793398857117,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,8,1102,1102,1,1,0.0037689702585339546,0.0009189944248646498,0.10075320303440094,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,9,3363,3363,1,1,0.005638027563691139,0.0014239323791116476,0.030662231147289276,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,10,315,315,1,1,0.0006357597885653377,0.00015541838365606964,0.8133343458175659,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,11,9822,9822,1,1,0.00910106860101223,0.002253196435049176,0.05841211974620819,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,12,374,374,1,1,0.00016771152149885893,4.150347376707941e-05,0.9565091729164124,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,13,20437,20437,1,1,0.0006190999411046505,0.0001509643334429711,0.9050605297088623,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,14,13,13,1,1,0.0022177062928676605,0.0005397233180701733,0.7172704935073853,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,15,578,578,1,1,0.0010101855732500553,0.00025717972312122583,0.7410066723823547,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,16,6864,6864,1,1,0.0003306805156171322,8.577341213822365e-05,0.9809726476669312,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,17,315,315,1,1,2.9984803404659033e-05,7.727980118943378e-06,0.9888872504234314,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,18,15704,15704,1,1,0.005211133509874344,0.0012683712411671877,0.07322332262992859,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,19,374,374,1,1,0.00010161788668483496,2.598078572191298e-05,0.9859684705734253,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,20,27286,27286,1,1,0.0004439248004928231,0.00010310899233445525,0.9436232447624207,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,21,13,13,1,1,0.00034743710421025753,8.491752669215202e-05,0.7475361227989197,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,22,578,578,1,1,0.008010320365428925,0.002053581178188324,0.6224920749664307,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,23,6864,6864,1,1,0.0013826272916048765,0.0003157311584800482,0.9832731485366821,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,24,315,315,1,1,0.00014283222844824195,3.425015165703371e-05,0.9893071055412292,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,25,279,279,1,1,0.009983918629586697,0.002607984934002161,0.01828831434249878,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_HC,FACTUAL,26,374,374,1,1,0.00033296074252575636,7.979536894708872e-05,0.9794945120811462,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,2,1893,1893,1,1,0.0012061572633683681,0.0003014147805515677,0.01661641150712967,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,3,1471,1471,1,1,0.003870711661875248,0.0009904687758535147,0.21676066517829895,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,4,997,997,1,1,0.00022383779287338257,5.7437107898294926e-05,0.8152482509613037,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,5,262,262,1,1,0.0006351270712912083,0.00015629606787115335,0.8863227367401123,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,6,4304,4304,1,1,0.0027797017246484756,0.00070157740265131,0.22200745344161987,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,7,308,308,1,1,0.001885854173451662,0.0004484796663746238,0.9106017351150513,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,8,624,624,1,1,0.004568235948681831,0.0011476315557956696,0.1325172781944275,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,9,220,220,1,1,0.0001345132477581501,3.297650255262852e-05,0.9676671028137207,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,10,16,16,1,1,0.0007934237364679575,0.00019519147463142872,0.31437069177627563,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,11,512,512,1,1,0.00021461013238877058,4.9565176595933735e-05,0.9720737338066101,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,12,286,286,1,1,2.7965772460447624e-05,7.07601407157199e-06,0.9952748417854309,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,13,471,471,1,1,2.4865199520718306e-05,6.298541848082095e-06,0.9825902581214905,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,14,308,308,1,1,0.01001693308353424,0.0025931894779205322,0.6942195296287537,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,15,198,198,1,1,0.0007665611919946969,0.00018418391118757427,0.8216173052787781,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,16,262,262,1,1,8.085651643341407e-06,1.9815067844319856e-06,0.9984374046325684,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,17,775,775,1,1,0.0023231161758303642,0.0005906429141759872,0.6625936627388,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,18,76798,76798,1,1,0.00351182883605361,0.0009563839412294328,0.9622496962547302,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,19,1471,1471,1,1,1.4801513316342607e-05,3.8296793718473054e-06,0.9981498718261719,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,20,12,12,1,1,2.4189330360968597e-05,6.012031917634886e-06,0.30224868655204773,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,21,16,16,1,1,2.6223376607958926e-06,6.972935011617665e-07,0.915694534778595,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,22,8,8,1,1,4.493283540796256e-06,1.1469320497781155e-06,0.9411354660987854,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,23,489,489,1,1,3.127576746919658e-06,8.097587169686449e-07,0.9993842840194702,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,24,76798,76798,1,1,1.7624683096073568e-05,4.317245839047246e-06,0.9967767000198364,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,25,1471,1471,1,1,5.0811690925911535e-06,1.2696874591711094e-06,0.9976769089698792,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_TC,CODE,26,12,12,1,1,8.078035898506641e-05,2.0302715711295605e-05,0.982437789440155,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,2,315,315,1,1,0.0024976402055472136,0.000622994382865727,0.019612189382314682,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,3,617,617,1,1,0.0023789461702108383,0.0005969388876110315,0.052788540720939636,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,4,8369,8369,1,1,0.002416405826807022,0.000597847334574908,0.055122680962085724,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,5,94003,94003,1,1,0.0012048383941873908,0.00029657871345989406,0.6794039607048035,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,6,291,291,1,1,1.7976817616727203e-05,4.30461295763962e-06,0.9983245134353638,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,7,11,11,1,1,0.002233106642961502,0.0005584200844168663,0.16342304646968842,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,8,1115,1115,1,1,0.005360539071261883,0.0013338536955416203,0.02912161499261856,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,9,56669,56669,1,1,0.008103925734758377,0.002025703201070428,0.12318111956119537,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,10,527,527,1,1,0.0012341663241386414,0.00031300634145736694,0.6394582986831665,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,11,56669,56669,1,1,0.01758723333477974,0.00417542178183794,0.672369122505188,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,12,13,13,1,1,0.000568164512515068,0.0001378503511659801,0.7481845617294312,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,13,2052,2052,1,1,0.004689611494541168,0.0011632146779447794,0.16030798852443695,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,14,11,11,1,1,0.0019503547810018063,0.0004686813335865736,0.7562078833580017,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,15,682,682,1,1,0.013684187084436417,0.003339469665661454,0.4559172987937927,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,16,57874,57874,1,1,0.003933822736144066,0.0010098845232278109,0.7255666851997375,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_RS,REASONING,17,527,527,1,1,0.000859064282849431,0.00022763380547985435,0.95262610912323,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,2,279,279,1,1,0.0008951826021075249,0.00022317050024867058,0.0600166991353035,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,3,3293,3293,1,1,0.0025620227679610252,0.000638372206594795,0.004808641970157623,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,4,1405,1405,1,1,0.000572084216400981,0.0001443644578102976,0.30079007148742676,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,5,279,279,1,1,0.0016106301918625832,0.0004015369340777397,0.04399310424923897,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,6,374,374,1,1,0.002803209237754345,0.0006919554434716702,0.23666971921920776,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,7,22009,22009,1,1,0.0036650849506258965,0.0009155210573226213,0.04640958458185196,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,8,10134,10134,1,1,0.01155918464064598,0.0028916657902300358,0.07377088069915771,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,9,11,11,1,1,0.0006283093243837357,0.00014964002184569836,0.946262538433075,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,10,279,279,1,1,0.08642122149467468,0.02218510303646326,0.07418242841959,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,11,15861,1176,0,1,0.027140438556671143,0.006646276684477925,0.002212394028902054,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,12,2383,2383,1,1,0.024645406752824783,0.006281558191403747,0.08407969772815704,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,13,499,499,1,1,0.004217182751744986,0.0010190927423536777,0.5125703811645508,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,14,1053,1053,1,1,0.007856516167521477,0.002078839112073183,0.8260341882705688,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,15,574,574,1,1,0.017804082483053207,0.004385080188512802,0.0,0.0
C4,5,"15,18,21,24,27",0.3,10,42,M75_CR,CREATIVE,16,430,430,1,1,0.08122728765010834,0.017385853454470634,0.417331337928772,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,2,220,220,1,1,0.0004892377182841301,0.00012240398791618645,0.011585808359086514,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,3,315,315,1,1,0.001322236843407154,0.00033339718356728554,0.3707805275917053,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,4,279,279,1,1,0.000996248796582222,0.0002476933295838535,0.15976330637931824,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,5,11,11,1,1,0.0006710493471473455,0.00017071131151169538,0.3041308522224426,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,6,12366,12366,1,1,0.004352787509560585,0.0010714740492403507,0.2579026222229004,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,7,13,13,1,1,0.002124959137290716,0.0005322585348039865,0.13736793398857117,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,8,1102,1102,1,1,0.0038756155408918858,0.0009670493891462684,0.10075320303440094,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,9,3363,3363,1,1,0.0021474938839673996,0.0005365613615140319,0.030662231147289276,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,10,315,315,1,1,0.00151797104626894,0.00039231753908097744,0.8133343458175659,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,11,9822,9822,1,1,0.004172937013208866,0.0010343168396502733,0.05841211974620819,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,12,374,374,1,1,0.00015306181740015745,3.84832383133471e-05,0.9565091729164124,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,13,20437,20437,1,1,0.0013004911597818136,0.0003117700107395649,0.9050605297088623,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,14,13,13,1,1,6.940413732081652e-05,1.7472179024480283e-05,0.7172704935073853,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,15,578,578,1,1,0.00034945207880809903,8.713036368135363e-05,0.7410066723823547,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,16,6864,6864,1,1,0.00011844845721498132,3.042588650714606e-05,0.9809726476669312,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,17,315,315,1,1,8.75163241289556e-05,2.1214909793343395e-05,0.9888872504234314,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,18,15704,15704,1,1,0.002131001092493534,0.0005316731985658407,0.07322332262992859,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,19,374,374,1,1,7.509568240493536e-05,1.8236911273561418e-05,0.9859684705734253,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,20,27286,27286,1,1,0.0001300463336519897,3.2670184737071395e-05,0.9436232447624207,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,21,13,13,1,1,5.986717587802559e-05,1.4686156191601185e-05,0.7475361227989197,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,22,578,578,1,1,0.0005595387192443013,0.00014437109348364174,0.6224920749664307,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,23,6864,6864,1,1,9.494757978245616e-05,2.3147717001847923e-05,0.9832731485366821,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,24,315,315,1,1,0.00012269073340576142,2.942135870398488e-05,0.9893071055412292,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,25,279,279,1,1,0.0007605057908222079,0.00018715928308665752,0.01828831434249878,0.0
C5,3,"18,19,20",0.3,10,42,M75_HC,FACTUAL,26,374,374,1,1,6.573437713086605e-05,1.6778198187239468e-05,0.9794945120811462,0.0
C5,3,"18,19,20",0.3,10,42,M75_TC,CODE,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C5,3,"18,19,20",0.3,10,42,M75_TC,CODE,2,1893,1893,1,1,0.0007500110077671707,0.00018791132606565952,0.01661641150712967,0.0
